ProductName,Link,Reviews,Rating,DiscountedPrice,OriginalPrice,Delivery
"Toshiba Canvio Basics 1TB Portable External HDD - USB 3.2 for PC Laptop Windows and Mac, 3 Years Warranty, External Hard Drive - Black",/Toshiba-Canvio-Basic-USB3-0-Black/dp/B07DNQHPND/ref=sr_1_10?keywords=Hard+Disk&qid=1658779980&sr=8-10,"4,863",4.4 out of 5 stars ,"₹3,899","₹5,600",FREE Delivery by Amazon
"Seagate Beskar Ingot Drive Special Edition FireCuda 2TB Officially-Licensed External Hard Drive HDD - 2.5 Inch USB 3.2 Gen 1 Customizable LED RGB Lighting with Rescue Services (STKL2000403), Grey",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01838751H2VZEZ4BTKQ8&url=%2FSeagate-Special-FireCuda-Officially-Licensed-External%2Fdp%2FB09KM9XYXY%2Fref%3Dsr_1_11_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779980%26sr%3D8-11-spons%26psc%3D1&qualifier=1658779980&id=2074602525082518&widgetName=sp_mtf,367,4.6 out of 5 stars ,"₹5,699","₹7,999",FREE Delivery by Amazon
"Seagate Portable 2TB External Hard Drive HDD – USB 3.0 for PC Laptop and Mac, with 3 Years Rescue Data Recovery Services (STGX2000400)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0435840M67D2E8PUHZN&url=%2FSeagate-Portable-External-Hard-Drive%2Fdp%2FB07DQ91XNK%2Fref%3Dsr_1_12_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779980%26sr%3D8-12-spons%26psc%3D1&qualifier=1658779980&id=2074602525082518&widgetName=sp_mtf,"35,349",4.4 out of 5 stars ,"₹5,599","₹6,999",FREE Delivery by Amazon
"Seagate Expansion 5TB External HDD - 6.35 cm (2.5 Inch) USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM5000400)",/Seagate-Expansion-5TB-External-HDD/dp/B08ZJFYB9J/ref=sr_1_13?keywords=Hard+Disk&qid=1658779980&sr=8-13,"130,795",4.4 out of 5 stars ,"₹8,669","₹12,499",FREE Delivery by Amazon
"Seagate Ultra Touch 1yr Mylio Create, 4 Months Adobe CC Photography Plan, and 3-Year Rescue Services 2 TB External Hard Drive Portable HDD USB-C USB 3.0 - White (STHH2000402)",/Seagate-Backup-Ultra-External-Portable/dp/B07LGDLPCC/ref=sr_1_14?keywords=Hard+Disk&qid=1658779980&sr=8-14,"44,924",4.5 out of 5 stars ,"₹5,499","₹7,999",FREE Delivery by Amazon
"Toshiba Canvio Ready 1TB Portable External HDD - USB3.0 for PC Laptop Windows and Mac, 3 Years Warranty, External Hard Drive - Black",/Toshiba-Portable-External-Windows-Warranty/dp/B08X4RD5N1/ref=sr_1_15?keywords=Hard+Disk&qid=1658779980&sr=8-15,434,4.4 out of 5 stars ,"₹5,299","₹6,900",None
"Seagate Portable 1TB External Hard Drive HDD – USB 3.0 for PC Laptop and Mac, with 3 Years Rescue Data Recovery Services (STGX1000400)",/Seagate-Portable-External-Hard-Drive/dp/B07DQ5ZH1D/ref=sr_1_16?keywords=Hard+Disk&qid=1658779980&sr=8-16,"35,349",4.4 out of 5 stars ,"₹4,099","₹4,999",FREE Delivery by Amazon
"Seagate One Touch 1TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY1000402)",/Seagate-Touch-External-Password-Protection/dp/B094R15QT3/ref=sr_1_17?keywords=Hard+Disk&qid=1658779980&sr=8-17,"44,924",4.5 out of 5 stars ,"₹3,999","₹4,999",FREE Delivery by Amazon
"Western Digital USB 3.0 WD 5TB My Passport Portable External Hard Drive Compatible with PC, PS4 & Xbox (Black) - WDBPKJ0050BBK-WESN",/Western-Digital-Passport-Portable-External/dp/B07VP5X239/ref=sr_1_18?keywords=Hard+Disk&qid=1658779980&sr=8-18,"22,756",4.5 out of 5 stars ,"₹8,898","₹20,000",FREE Delivery by Amazon
"Western Digital 2TB USB 3.0 Elements Portable External Hard Drive, Compatible with PC, PS4 & Xbox - (WDBHDW0020BBK-EESN)",/Elements-Portable-External-Drive-Black/dp/B00PLOXG42/ref=sr_1_19?keywords=Hard+Disk&qid=1658779980&sr=8-19,"22,155",4.4 out of 5 stars ,"₹5,298","₹7,905",FREE Delivery by Amazon
"Western Digital My Book India High Capacity External Hard Drive with Automatic Backup, Password Protection & Hardware Encryption, for Win & MAC (4TB)",/Western-Digital-External-Drive-WDBBGB0040HBK-BESN/dp/B01NBQPWF9/ref=sr_1_20?keywords=Hard+Disk&qid=1658779980&sr=8-20,"1,762",4.4 out of 5 stars ,"₹7,799","₹17,000",FREE Delivery by Amazon
"Transcend 4TB, 2.5"" (6.35cm) Portable Hard Disk Drive, StoreJet H3, Blue, Anti-Shock",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0383981857PVDHWZ4GQ&url=%2FTranscend-Portable-Drive-StoreJet-Anti-Shock%2Fdp%2FB078YGB7DJ%2Fref%3Dsr_1_21_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779980%26sr%3D8-21-spons%26psc%3D1&qualifier=1658779980&id=2074602525082518&widgetName=sp_btf,541,4.5 out of 5 stars ,"₹10,790","₹15,999",FREE Delivery by Amazon
"Transcend StoreJet 25H3B 1TB External Hard Disk, Blue",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03840371M7YPAEMSJ6ZK&url=%2FTranscend-StoreJet-25H3B-External-Hard%2Fdp%2FB00J0XR14Q%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779980%26sr%3D8-22-spons%26psc%3D1&qualifier=1658779980&id=2074602525082518&widgetName=sp_btf,885,4.6 out of 5 stars ,"₹4,942","₹6,999",FREE Delivery by Amazon
"Seagate Expansion 1TB External HDD - 6.35 cm (2.5 Inch) USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A05331342WL8PS1HRRBM&url=%2FSeagate-Expansion-1TB-External-HDD%2Fdp%2FB08ZJDWTJ1%2Fref%3Dsr_1_17_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779981%26sr%3D8-17-spons%26psc%3D1&qualifier=1658779981&id=2359960622702524&widgetName=sp_atf_next,"130,795",4.4 out of 5 stars ,"₹3,799","₹4,999",FREE Delivery by Amazon
"Seagate One Touch 2TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY2000402)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A09179253B7AKW9Y46WF4&url=%2FSeagate-Touch-External-Password-Protection%2Fdp%2FB094QZXZ8D%2Fref%3Dsr_1_18_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779981%26sr%3D8-18-spons%26psc%3D1&qualifier=1658779981&id=2359960622702524&widgetName=sp_atf_next,"44,924",4.5 out of 5 stars ,"₹5,299","₹7,999",FREE Delivery by Amazon
"Seagate Portable 2TB External Hard Drive HDD – USB 3.0 for PC Laptop and Mac, with 3 Years Rescue Data Recovery Services (STGX2000400)",/Seagate-Portable-External-Hard-Drive/dp/B07DQ91XNK/ref=sr_1_19?keywords=Hard+Disk&qid=1658779981&sr=8-19,"35,349",4.4 out of 5 stars ,"₹5,599","₹6,999",FREE Delivery by Amazon
"Toshiba Canvio Basics 2TB Portable External HDD - USB 3.0 for PC Laptop Windows and Mac, 3 Years Warranty, External Hard Drive - Black",/Canvio-Basic-2TB-USB3-0-Black/dp/B07DNDLHH8/ref=sr_1_20?keywords=Hard+Disk&qid=1658779981&sr=8-20,"4,863",4.4 out of 5 stars ,"₹5,950","₹9,800",FREE Delivery by Amazon
"Western Digital WD 2TB My Passport Portable External Hard Drive, USB 3.0 with Automatic Backup and Software Protection (WDBYVG0020BBL-WESN) Compatible with PC, PS4 and Xbox (Blue)",/Passport-Portable-External-Hard-Drive/dp/B07VTGBWYH/ref=sr_1_21?keywords=Hard+Disk&qid=1658779981&sr=8-21,"22,755",4.5 out of 5 stars ,"₹5,398","₹7,400",FREE Delivery by Amazon
"Seagate One Touch 2TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY2000402)",/Seagate-Touch-External-Password-Protection/dp/B094QZXZ8D/ref=sr_1_22?keywords=Hard+Disk&qid=1658779981&sr=8-22,"44,924",4.5 out of 5 stars ,"₹5,299","₹7,999",FREE Delivery by Amazon
"Western Digital WD 5 TB My Passport USB 3.0 External Hard Drive, with Automatic Backup, 256 Bit AES Hardware Encryption & Software Protection Compatible with PC, PS4 & Xbox (Blue, WDBPKJ0050BBL-WESN)",/Western-Digital-Encryption-Protection-WDBPKJ0050BBL-WESN/dp/B083QSGZP9/ref=sr_1_23?keywords=Hard+Disk&qid=1658779981&sr=8-23,"22,755",4.5 out of 5 stars ,"₹9,099","₹12,134",FREE Delivery by Amazon
"Western Digital WD 2TB USB 3.0 My Passport Portable External Hard Drive Compatible with PC, PS4 & Xbox (Red) - WDBYVG0020BRD-WESN",/Passport-Portable-External-Hard-Drive/dp/B07VTW2LQ5/ref=sr_1_24?keywords=Hard+Disk&qid=1658779981&sr=8-24,"22,755",4.5 out of 5 stars ,"₹5,398","₹7,334",FREE Delivery by Amazon
"Seagate One Touch 5TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKZ5000402)",/Seagate-Touch-External-Password-Protection/dp/B094QZHWJV/ref=sr_1_25?keywords=Hard+Disk&qid=1658779981&sr=8-25,"44,924",4.5 out of 5 stars ,"₹8,769","₹12,999",FREE Delivery by Amazon
"Seagate Expansion 4TB External HDD - 6.35 cm(2.5 Inch) USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM4000400)",/Seagate-Expansion-4TB-External-HDD/dp/B08ZJFH7Y1/ref=sr_1_26?keywords=Hard+Disk&qid=1658779981&sr=8-26,"130,795",4.4 out of 5 stars ,"₹7,899","₹10,999",FREE Delivery by Amazon
"Seagate Beskar Ingot Drive Special Edition FireCuda 2TB Officially-Licensed External Hard Drive HDD - 2.5 Inch USB 3.2 Gen 1 Customizable LED RGB Lighting with Rescue Services (STKL2000403), Grey",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A01838751H2VZEZ4BTKQ8&url=%2FSeagate-Special-FireCuda-Officially-Licensed-External%2Fdp%2FB09KM9XYXY%2Fref%3Dsr_1_27_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779981%26sr%3D8-27-spons%26psc%3D1&qualifier=1658779981&id=2359960622702524&widgetName=sp_mtf,367,4.6 out of 5 stars ,"₹5,699","₹7,999",FREE Delivery by Amazon
"Seagate Portable 2TB External Hard Drive HDD – USB 3.0 for PC Laptop and Mac, with 3 Years Rescue Data Recovery Services (STGX2000400)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0435840M67D2E8PUHZN&url=%2FSeagate-Portable-External-Hard-Drive%2Fdp%2FB07DQ91XNK%2Fref%3Dsr_1_28_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779981%26sr%3D8-28-spons%26psc%3D1&qualifier=1658779981&id=2359960622702524&widgetName=sp_mtf,"35,349",4.4 out of 5 stars ,"₹5,599","₹6,999",FREE Delivery by Amazon
"Seagate Beskar Ingot Drive Special Edition FireCuda 2TB Officially-Licensed External Hard Drive HDD - 2.5 Inch USB 3.2 Gen 1 Customizable LED RGB Lighting with Rescue Services (STKL2000403), Grey",/Seagate-Special-FireCuda-Officially-Licensed-External/dp/B09KM9XYXY/ref=sr_1_29?keywords=Hard+Disk&qid=1658779981&sr=8-29,367,4.6 out of 5 stars ,"₹5,699","₹7,999",FREE Delivery by Amazon
"Seagate Expansion 4TB Desktop External HDD - 8.89 cm (3.5 Inch) USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKP4000400)",/Seagate-Expansion-4TB-Desktop-External/dp/B092R6S16L/ref=sr_1_30?keywords=Hard+Disk&qid=1658779981&sr=8-30,"11,238",4.3 out of 5 stars ,"₹7,399","₹10,999",FREE Delivery by Amazon
"Seagate One Touch 1TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY1000400)",/Seagate-Touch-External-Password-Protection/dp/B094R1T4GS/ref=sr_1_31?keywords=Hard+Disk&qid=1658779981&sr=8-31,"44,924",4.5 out of 5 stars ,"₹3,999","₹4,999",FREE Delivery by Amazon
"Seagate One Touch 5TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKZ5000400)",/Seagate-Touch-External-Password-Protection/dp/B094R15DYV/ref=sr_1_32?keywords=Hard+Disk&qid=1658779981&sr=8-32,"44,924",4.5 out of 5 stars ,"₹8,999","₹12,999",FREE Delivery by Amazon
"Seagate One Touch 2TB External HDD with Password Protection – Red, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY2000403)",/Seagate-Touch-External-Password-Protection/dp/B094R18G6L/ref=sr_1_33?keywords=Hard+Disk&qid=1658779981&sr=8-33,"44,924",4.5 out of 5 stars ,"₹5,399","₹7,999",FREE Delivery by Amazon
"Seagate Ultra Touch 1yr Mylio Create, 4 Months Adobe CC Photography Plan, and 3-Year Rescue Services 2 TB External Hard Drive Portable HDD USB-C USB 3.0 - Black (STHH2000400)",/Seagate-Backup-Ultra-External-Portable/dp/B07LGNHNJ9/ref=sr_1_34?keywords=Hard+Disk&qid=1658779981&sr=8-34,"44,924",4.5 out of 5 stars ,"₹5,499","₹7,999",FREE Delivery by Amazon
"Seagate One Touch 5TB External HDD with Password Protection – Red, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKZ5000403)",/Seagate-Touch-External-Password-Protection/dp/B094R17DVG/ref=sr_1_35?keywords=Hard+Disk&qid=1658779981&sr=8-35,"44,924",4.5 out of 5 stars ,"₹8,769","₹12,999",FREE Delivery by Amazon
"Seagate One Touch 2TB External HDD with Password Protection – Space Gray, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY2000404)",/Seagate-Touch-External-Password-Protection/dp/B094QZMM69/ref=sr_1_36?keywords=Hard+Disk&qid=1658779981&sr=8-36,"44,924",4.5 out of 5 stars ,"₹5,399","₹7,999",FREE Delivery by Amazon
"Transcend 4TB, 2.5"" (6.35cm) Portable Hard Disk Drive, StoreJet H3, Blue, Anti-Shock",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0383981857PVDHWZ4GQ&url=%2FTranscend-Portable-Drive-StoreJet-Anti-Shock%2Fdp%2FB078YGB7DJ%2Fref%3Dsr_1_37_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779981%26sr%3D8-37-spons%26psc%3D1&qualifier=1658779981&id=2359960622702524&widgetName=sp_btf,541,4.5 out of 5 stars ,"₹10,790","₹15,999",FREE Delivery by Amazon
"Transcend 2TB, 2.5"" Portable Hard Disk Drive, StoreJet M3, Military Green, Slim",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0943920Y768ZN8XAOH8&url=%2FTranscend-Information-StoreJet-External-TS2TSJ25M3G%2Fdp%2FB079J4V6VM%2Fref%3Dsr_1_38_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779981%26sr%3D8-38-spons%26psc%3D1&qualifier=1658779981&id=2359960622702524&widgetName=sp_btf,"1,485",4.5 out of 5 stars ,"₹7,279","₹9,999",FREE Delivery by Amazon
"Seagate Expansion 1TB External HDD - 6.35 cm (2.5 Inch) USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A05331342WL8PS1HRRBM&url=%2FSeagate-Expansion-1TB-External-HDD%2Fdp%2FB08ZJDWTJ1%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779982%26sr%3D8-1-spons%26psc%3D1&qualifier=1658779982&id=7357022583847306&widgetName=sp_atf,"130,795",4.4 out of 5 stars ,"₹3,799","₹4,999",FREE Delivery by Amazon
"Seagate One Touch 2TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY2000402)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09179253B7AKW9Y46WF4&url=%2FSeagate-Touch-External-Password-Protection%2Fdp%2FB094QZXZ8D%2Fref%3Dsr_1_2_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779982%26sr%3D8-2-spons%26psc%3D1&qualifier=1658779982&id=7357022583847306&widgetName=sp_atf,"44,924",4.5 out of 5 stars ,"₹5,299","₹7,999",FREE Delivery by Amazon
"Seagate Expansion 1TB External HDD - 6.35 cm (2.5 Inch) USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)",/Seagate-Expansion-1TB-External-HDD/dp/B08ZJDWTJ1/ref=sr_1_3?keywords=Hard+Disk&qid=1658779982&sr=8-3,"130,795",4.4 out of 5 stars ,"₹3,799","₹4,999",FREE Delivery by Amazon
"Western Digital WD 1.5TB Elements USB 3.0 Portable External Hard Drive Compatible with PC, PS4 & Xbox - (WDBU6Y0015BBK-WESN)",/Elements-Portable-External-Drive-Black/dp/B06XDKWLJH/ref=sr_1_4?keywords=Hard+Disk&qid=1658779982&sr=8-4,"22,155",4.4 out of 5 stars ,"₹4,148","₹5,600",FREE Delivery by Amazon
"Western Digital 2TB USB 3.0 My Passport Portable External Hard Drive, with Automatic Backup, Compatible with PC, PS4 & Xbox (Black) - (WDBYVG0020BBK-WESN)",/Passport-Portable-External-Drive-Black/dp/B07VTFN6HM/ref=sr_1_5?keywords=Hard+Disk&qid=1658779982&sr=8-5,"22,756",4.5 out of 5 stars ,"₹5,249","₹7,350",FREE Delivery by Amazon
"Seagate One Touch 2TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY2000400)",/Seagate-Touch-External-Password-Protection/dp/B094QZLJQ6/ref=sr_1_6?keywords=Hard+Disk&qid=1658779982&sr=8-6,"44,924",4.5 out of 5 stars ,"₹5,399","₹7,999",FREE Delivery by Amazon
"Western Digital WD Elements USB 3.0 1TB Portable External Hard Drive Compatible with PC, Mac, PS4 and Xbox - (WDBHHG0010BBK-EESN)",/Elements-Portable-External-Drive-Black/dp/B00PYKLKCS/ref=sr_1_7?keywords=Hard+Disk&qid=1658779982&sr=8-7,"22,155",4.4 out of 5 stars ,"₹3,798","₹5,400",FREE Delivery by Amazon
"Seagate Expansion 2TB External HDD - 6.35 cm (2.5 Inch) USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM2000400)",/Seagate-Expansion-2TB-External-HDD/dp/B08ZJG6TVT/ref=sr_1_8?keywords=Hard+Disk&qid=1658779982&sr=8-8,"130,795",4.4 out of 5 stars ,"₹5,199","₹6,999",FREE Delivery by Amazon
"Western Digital WD 1TB USB 3.0 My Passport Portable External Hard Drive Compatible with PC, PS4 & Xbox (Black) -WDBYVG0010BBK-WESN",/Passport-Portable-External-Drive-Black/dp/B07VTWX8MN/ref=sr_1_9?keywords=Hard+Disk&qid=1658779982&sr=8-9,"22,756",4.5 out of 5 stars ,"₹3,998","₹8,120",FREE Delivery by Amazon
"Toshiba Canvio Basics 1TB Portable External HDD - USB 3.2 for PC Laptop Windows and Mac, 3 Years Warranty, External Hard Drive - Black",/Toshiba-Canvio-Basic-USB3-0-Black/dp/B07DNQHPND/ref=sr_1_10?keywords=Hard+Disk&qid=1658779982&sr=8-10,"4,863",4.4 out of 5 stars ,"₹3,899","₹5,600",FREE Delivery by Amazon
"Seagate Beskar Ingot Drive Special Edition FireCuda 2TB Officially-Licensed External Hard Drive HDD - 2.5 Inch USB 3.2 Gen 1 Customizable LED RGB Lighting with Rescue Services (STKL2000403), Grey",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01838751H2VZEZ4BTKQ8&url=%2FSeagate-Special-FireCuda-Officially-Licensed-External%2Fdp%2FB09KM9XYXY%2Fref%3Dsr_1_11_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779982%26sr%3D8-11-spons%26psc%3D1&qualifier=1658779982&id=7357022583847306&widgetName=sp_mtf,367,4.6 out of 5 stars ,"₹5,699","₹7,999",FREE Delivery by Amazon
"Seagate Portable 2TB External Hard Drive HDD – USB 3.0 for PC Laptop and Mac, with 3 Years Rescue Data Recovery Services (STGX2000400)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0435840M67D2E8PUHZN&url=%2FSeagate-Portable-External-Hard-Drive%2Fdp%2FB07DQ91XNK%2Fref%3Dsr_1_12_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779982%26sr%3D8-12-spons%26psc%3D1&qualifier=1658779982&id=7357022583847306&widgetName=sp_mtf,"35,349",4.4 out of 5 stars ,"₹5,599","₹6,999",FREE Delivery by Amazon
"Seagate Expansion 5TB External HDD - 6.35 cm (2.5 Inch) USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM5000400)",/Seagate-Expansion-5TB-External-HDD/dp/B08ZJFYB9J/ref=sr_1_13?keywords=Hard+Disk&qid=1658779982&sr=8-13,"130,795",4.4 out of 5 stars ,"₹8,669","₹12,499",FREE Delivery by Amazon
"Seagate Ultra Touch 1yr Mylio Create, 4 Months Adobe CC Photography Plan, and 3-Year Rescue Services 2 TB External Hard Drive Portable HDD USB-C USB 3.0 - White (STHH2000402)",/Seagate-Backup-Ultra-External-Portable/dp/B07LGDLPCC/ref=sr_1_14?keywords=Hard+Disk&qid=1658779982&sr=8-14,"44,924",4.5 out of 5 stars ,"₹5,499","₹7,999",FREE Delivery by Amazon
"Toshiba Canvio Ready 1TB Portable External HDD - USB3.0 for PC Laptop Windows and Mac, 3 Years Warranty, External Hard Drive - Black",/Toshiba-Portable-External-Windows-Warranty/dp/B08X4RD5N1/ref=sr_1_15?keywords=Hard+Disk&qid=1658779982&sr=8-15,434,4.4 out of 5 stars ,"₹5,299","₹6,900",None
"Seagate Portable 1TB External Hard Drive HDD – USB 3.0 for PC Laptop and Mac, with 3 Years Rescue Data Recovery Services (STGX1000400)",/Seagate-Portable-External-Hard-Drive/dp/B07DQ5ZH1D/ref=sr_1_16?keywords=Hard+Disk&qid=1658779982&sr=8-16,"35,349",4.4 out of 5 stars ,"₹4,099","₹4,999",FREE Delivery by Amazon
"Seagate One Touch 1TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY1000402)",/Seagate-Touch-External-Password-Protection/dp/B094R15QT3/ref=sr_1_17?keywords=Hard+Disk&qid=1658779982&sr=8-17,"44,924",4.5 out of 5 stars ,"₹3,999","₹4,999",FREE Delivery by Amazon
"Western Digital USB 3.0 WD 5TB My Passport Portable External Hard Drive Compatible with PC, PS4 & Xbox (Black) - WDBPKJ0050BBK-WESN",/Western-Digital-Passport-Portable-External/dp/B07VP5X239/ref=sr_1_18?keywords=Hard+Disk&qid=1658779982&sr=8-18,"22,756",4.5 out of 5 stars ,"₹8,898","₹20,000",FREE Delivery by Amazon
"Western Digital 2TB USB 3.0 Elements Portable External Hard Drive, Compatible with PC, PS4 & Xbox - (WDBHDW0020BBK-EESN)",/Elements-Portable-External-Drive-Black/dp/B00PLOXG42/ref=sr_1_19?keywords=Hard+Disk&qid=1658779982&sr=8-19,"22,155",4.4 out of 5 stars ,"₹5,298","₹7,905",FREE Delivery by Amazon
"Western Digital My Book India High Capacity External Hard Drive with Automatic Backup, Password Protection & Hardware Encryption, for Win & MAC (4TB)",/Western-Digital-External-Drive-WDBBGB0040HBK-BESN/dp/B01NBQPWF9/ref=sr_1_20?keywords=Hard+Disk&qid=1658779982&sr=8-20,"1,762",4.4 out of 5 stars ,"₹7,799","₹17,000",FREE Delivery by Amazon
"Transcend 4TB, 2.5"" (6.35cm) Portable Hard Disk Drive, StoreJet H3, Blue, Anti-Shock",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0383981857PVDHWZ4GQ&url=%2FTranscend-Portable-Drive-StoreJet-Anti-Shock%2Fdp%2FB078YGB7DJ%2Fref%3Dsr_1_21_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779982%26sr%3D8-21-spons%26psc%3D1&qualifier=1658779982&id=7357022583847306&widgetName=sp_btf,541,4.5 out of 5 stars ,"₹10,790","₹15,999",FREE Delivery by Amazon
"Transcend StoreJet 25H3B 1TB External Hard Disk, Blue",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03840371M7YPAEMSJ6ZK&url=%2FTranscend-StoreJet-25H3B-External-Hard%2Fdp%2FB00J0XR14Q%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779982%26sr%3D8-22-spons%26psc%3D1&qualifier=1658779982&id=7357022583847306&widgetName=sp_btf,885,4.6 out of 5 stars ,"₹4,942","₹6,999",FREE Delivery by Amazon
"Seagate Expansion 1TB External HDD - 6.35 cm (2.5 Inch) USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A05331342WL8PS1HRRBM&url=%2FSeagate-Expansion-1TB-External-HDD%2Fdp%2FB08ZJDWTJ1%2Fref%3Dsr_1_17_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779984%26sr%3D8-17-spons%26psc%3D1&qualifier=1658779984&id=3018817940581421&widgetName=sp_atf_next,"130,795",4.4 out of 5 stars ,"₹3,799","₹4,999",FREE Delivery by Amazon
"Seagate One Touch 2TB External HDD with Password Protection – Light Blue, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY2000402)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A09179253B7AKW9Y46WF4&url=%2FSeagate-Touch-External-Password-Protection%2Fdp%2FB094QZXZ8D%2Fref%3Dsr_1_18_sspa%3Fkeywords%3DHard%2BDisk%26qid%3D1658779984%26sr%3D8-18-spons%26psc%3D1&qualifier=1658779984&id=3018817940581421&widgetName=sp_atf_next,"44,924",4.5 out of 5 stars ,"₹5,299","₹7,999",FREE Delivery by Amazon
"Seagate Portable 2TB External Hard Drive HDD – USB 3.0 for PC Laptop and Mac, with 3 Years Rescue Data Recovery Services (STGX2000400)",/Seagate-Portable-External-Hard-Drive/dp/B07DQ91XNK/ref=sr_1_19?keywords=Hard+Disk&qid=1658779984&sr=8-19,"35,349",4.4 out of 5 stars ,"₹5,599","₹6,999",FREE Delivery by Amazon
